DICOMMergeFieldID,MergeFieldID,DICOMSRTemplateID,Name,Description,IsActive,ValueXPath,UnitsXPath,FindingSite,Property,Modifier,HasOBContext,HasLateralityContext
63,200062,1, OVARIAN FOLLICLE RIGHT 5 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN, OVARIAN FOLLICLE RIGHT 5 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='5']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='5']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovarian Follicle,NULL,NULL,1,1
64,200063,1, OVARIAN FOLLICLE RIGHT 5 VOLUME, OVARIAN FOLLICLE RIGHT 5 VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='5']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='5']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../unit,Ovarian Follicle,NULL,NULL,1,1
65,200064,1, OVARIAN FOLLICLE RIGHT 6 FOLLICLE DIAMETER FOLLICLE DIAMETER, OVARIAN FOLLICLE RIGHT 6 FOLLICLE DIAMETER FOLLICLE DIAMETER,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='6']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='6']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../unit,Ovarian Follicle,NULL,NULL,1,1
66,200065,1, OVARIAN FOLLICLE RIGHT 6 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN, OVARIAN FOLLICLE RIGHT 6 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='6']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='6']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovarian Follicle,NULL,NULL,1,1
67,200066,1, OVARIAN FOLLICLE RIGHT 6 VOLUME, OVARIAN FOLLICLE RIGHT 6 VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='6']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='6']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../unit,Ovarian Follicle,NULL,NULL,1,1
68,200067,1, OVARIAN FOLLICLE RIGHT 7 FOLLICLE DIAMETER FOLLICLE DIAMETER, OVARIAN FOLLICLE RIGHT 7 FOLLICLE DIAMETER FOLLICLE DIAMETER,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='7']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='7']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../unit,Ovarian Follicle,NULL,NULL,1,1
69,200068,1, OVARIAN FOLLICLE RIGHT 7 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN, OVARIAN FOLLICLE RIGHT 7 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='7']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='7']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovarian Follicle,NULL,NULL,1,1
70,200069,1, OVARIAN FOLLICLE RIGHT 7 VOLUME, OVARIAN FOLLICLE RIGHT 7 VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='7']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='7']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../unit,Ovarian Follicle,NULL,NULL,1,1
71,200070,1, OVARIAN FOLLICLE RIGHT 8 FOLLICLE DIAMETER FOLLICLE DIAMETER, OVARIAN FOLLICLE RIGHT 8 FOLLICLE DIAMETER FOLLICLE DIAMETER,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='8']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='8']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../unit,Ovarian Follicle,NULL,NULL,1,1
72,200071,1, OVARIAN FOLLICLE RIGHT 8 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN, OVARIAN FOLLICLE RIGHT 8 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='8']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='8']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovarian Follicle,NULL,NULL,1,1
73,200072,1, OVARIAN FOLLICLE RIGHT 8 VOLUME, OVARIAN FOLLICLE RIGHT 8 VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='8']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='8']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../unit,Ovarian Follicle,NULL,NULL,1,1
74,200073,1, OVARIAN FOLLICLE RIGHT 9 FOLLICLE DIAMETER FOLLICLE DIAMETER, OVARIAN FOLLICLE RIGHT 9 FOLLICLE DIAMETER FOLLICLE DIAMETER,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='9']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='9']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../unit,Ovarian Follicle,NULL,NULL,1,1
75,200074,1, OVARIAN FOLLICLE RIGHT 9 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN, OVARIAN FOLLICLE RIGHT 9 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='9']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='9']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovarian Follicle,NULL,NULL,1,1
76,200075,1, OVARIAN FOLLICLE RIGHT 9 VOLUME, OVARIAN FOLLICLE RIGHT 9 VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='9']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='9']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../unit,Ovarian Follicle,NULL,NULL,1,1
77,200076,1, OVARIAN FOLLICLE RIGHT 10 FOLLICLE DIAMETER FOLLICLE DIAMETER, OVARIAN FOLLICLE RIGHT 10 FOLLICLE DIAMETER FOLLICLE DIAMETER,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='10']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='10']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../unit,Ovarian Follicle,NULL,NULL,1,1
78,200077,1, OVARIAN FOLLICLE RIGHT 10 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN, OVARIAN FOLLICLE RIGHT 10 FOLLICLE DIAMETER FOLLICLE DIAMETER MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='10']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='10']/concept[@codValue='12510']/../../item/concept[@codValue='11793-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovarian Follicle,NULL,NULL,1,1
79,200078,1, OVARIAN FOLLICLE RIGHT 10 VOLUME, OVARIAN FOLLICLE RIGHT 10 VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='10']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A100']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87600']/../../item/concept[@codValue='125007']/../item[value='10']/concept[@codValue='12510']/../../item/concept[@codValue='G-D705']/../unit,Ovarian Follicle,NULL,NULL,1,1
80,200079,1, OVARY LEFT OVARY HEIGHT LEFT OVARY HEIGHT, OVARY LEFT OVARY HEIGHT LEFT OVARY HEIGHT,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11857-0']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11857-0']/../unit,Ovary,NULL,NULL,0,0
81,200080,1, OVARY LEFT OVARY HEIGHT LEFT OVARY HEIGHT MEAN MEAN VALUE CHOSEN, OVARY LEFT OVARY HEIGHT LEFT OVARY HEIGHT MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11857-0']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11857-0']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovary,NULL,NULL,0,0
82,200081,1, OVARY LEFT OVARY LENGTH LEFT OVARY LENGTH, OVARY LEFT OVARY LENGTH LEFT OVARY LENGTH,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11840-6']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11840-6']/../unit,Ovary,NULL,NULL,0,0
83,200082,1, OVARY LEFT OVARY LENGTH LEFT OVARY LENGTH MEAN MEAN VALUE CHOSEN, OVARY LEFT OVARY LENGTH LEFT OVARY LENGTH MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11840-6']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11840-6']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovary,NULL,NULL,0,0
84,200083,1, OVARY LEFT OVARY WIDTH LEFT OVARY WIDTH, OVARY LEFT OVARY WIDTH LEFT OVARY WIDTH,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11829-9']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11829-9']/../unit,Ovary,NULL,NULL,0,0
85,200084,1, OVARY LEFT OVARY WIDTH LEFT OVARY WIDTH MEAN MEAN VALUE CHOSEN, OVARY LEFT OVARY WIDTH LEFT OVARY WIDTH MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11829-9']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11829-9']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovary,NULL,NULL,0,0
86,200085,1, OVARY LEFT OVARY VOLUME, OVARY LEFT OVARY VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='12164-0']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='12164-0']/../unit,Ovary,NULL,NULL,0,0
87,200086,1, OVARY RIGHT OVARY HEIGHT RIGHT OVARY HEIGHT, OVARY RIGHT OVARY HEIGHT RIGHT OVARY HEIGHT,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11858-8']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11858-8']/../unit,Ovary,NULL,NULL,0,0
88,200087,1, OVARY RIGHT OVARY HEIGHT RIGHT OVARY HEIGHT MEAN MEAN VALUE CHOSEN, OVARY RIGHT OVARY HEIGHT RIGHT OVARY HEIGHT MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11858-8']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11858-8']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovary,NULL,NULL,0,0
89,200088,1, OVARY RIGHT OVARY LENGTH RIGHT OVARY LENGTH, OVARY RIGHT OVARY LENGTH RIGHT OVARY LENGTH,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11841-4']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11841-4']/../unit,Ovary,NULL,NULL,0,0
90,200089,1, OVARY RIGHT OVARY LENGTH RIGHT OVARY LENGTH MEAN MEAN VALUE CHOSEN, OVARY RIGHT OVARY LENGTH RIGHT OVARY LENGTH MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11841-4']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11841-4']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovary,NULL,NULL,0,0
91,200090,1, OVARY RIGHT OVARY WIDTH RIGHT OVARY WIDTH, OVARY RIGHT OVARY WIDTH RIGHT OVARY WIDTH,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11830-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11830-7']/../unit,Ovary,NULL,NULL,0,0
92,200091,1, OVARY RIGHT OVARY WIDTH RIGHT OVARY WIDTH MEAN MEAN VALUE CHOSEN, OVARY RIGHT OVARY WIDTH RIGHT OVARY WIDTH MEAN MEAN VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11830-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='11830-7']/../item/concept[@codValue='121404']/../value[@codValue='121412']/../../item/concept[@codValue='121401']/../value[@codValue='R-00317']/../../unit,Ovary,NULL,NULL,0,0
93,200092,1, OVARY RIGHT OVARY VOLUME, OVARY RIGHT OVARY VOLUME,1,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='12165-7']/../value,/report/document/content/item/concept[@codValue='125000']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C0E3']/../value[@codValue='T-87000']/../../item/concept[@codValue='T-87000']/../item/concept[@codValue='12165-7']/../unit,Ovary,NULL,NULL,0,0
